name,region,rating,Red_Wine
Adobe Road Sangiacomo Vineyard Pinot Noir 2017,"Petaluma Gap, Sonoma Coast, Sonoma County, California",90,1
Adobe Road Sonoma Mountain Pinot Noir 2016,"Sonoma Mountain, Sonoma Valley, Sonoma County, California",92,1
Adobe Road Sparkling Rose 2018,"Sonoma County, California",92,0
Adriano Marco e Vittorio Basarin Barbaresco 2012,"Barbaresco, Piedmont, Italy",92,1
Adriano Marco e Vittorio Basarin Barbaresco 2013,"Barbaresco, Piedmont, Italy",90,1
Adriano Marco e Vittorio Basarin Barbaresco 2014,"Barbaresco, Piedmont, Italy",94,1
Adriano Marco e Vittorio Basarin Barbaresco 2015,"Barbaresco, Piedmont, Italy",93,1
Adriano Marco e Vittorio Sanadaive Barbaresco 2013,"Barbaresco, Piedmont, Italy",94,1
Adriano Marco e Vittorio Sanadaive Barbaresco 2016,"Barbaresco, Piedmont, Italy",92,1
AERENA by Blackbird Vineyards Cabernet Sauvignon 2017,"Red Hills, Lake County, North Coast, California",91,1
AERENA by Blackbird Vineyards Cabernet Sauvignon 2016,"Red Hills, Lake County, North Coast, California",90,1
AERENA by Blackbird Vineyards Chardonnay 2018,"Sonoma County, California",91,0
AERENA by Blackbird Vineyards Chardonnay 2017,"Sonoma County, California",91,0
AERENA by Blackbird Vineyards Chardonnay 2019,"North Coast, California",90,0
AERENA by Blackbird Vineyards Rose 2018,"San Francisco Bay, Central Coast, California",92,0
Aftermath Cabernet Sauvignon 2014,"Napa Valley, California",92,1
Agapanthus Shiraz 2013,"Barossa Valley, Barossa, South Australia, Australia",90,1
Agharta Black Label Red 2004,"North Coast, California",98,1
Agharta Farella Cabernet Sauvignon 2013,"Carneros, California",92,1
Agharta Mountain Terraces Cabernet Sauvignon 2010,"Sonoma County, California",90,1
Agharta Syrah (1.5 Liter Magnum) 2004,"North Coast, California",98,1
Agharta Syrah 2004,"North Coast, California",98,1
Agly Brothers B Cotes du Roussillon 2005,"Côtes du Roussillon, Roussillon, South of France, France",91,1
Agly Brothers B Cotes du Roussillon 2006,"Côtes du Roussillon, Roussillon, South of France, France",90,1
Agly Brothers Cotes du Roussillon 2003,"Côtes du Roussillon, Roussillon, South of France, France",92,1
Agnitio Sauvignon Blanc 2014,"Napa Valley, California",90,0
Agnitio Sun Chase Vineyard Chardonnay 2013,"Petaluma Gap, Sonoma Coast, Sonoma County, California",92,0
Agostina Pieri Brunello di Montalcino 1999,"Montalcino, Tuscany, Italy",91,1
Agricola Aguaza Sa Ra Da Seleccion 2009,Spain,90,1
Agricola Falset-Marca Etim Seleccion 2006,"Priorat, Spain",91,1
Agricola Punica Barrua Isola dei Nuraghi 2009,"Sardinia, Italy",92,1
Agricola Punica Barrua Isola dei Nuraghi 2011,"Sardinia, Italy",90,1
Agricola Punica Barrua Isola dei Nuraghi 2012,"Sardinia, Italy",90,1
Agricola Punica Barrua Isola dei Nuraghi 2013,"Sardinia, Italy",91,1
Agricola Punica Barrua Isola dei Nuraghi 2014,"Sardinia, Italy",92,1
Agricola Punica Montessu Isola dei Nuraghi 2014,"Sardinia, Italy",90,1
Agricola Punica Montessu Isola dei Nuraghi 2015,"Sardinia, Italy",92,1
Agricola Punica Montessu Isola dei Nuraghi 2016,"Sardinia, Italy",90,1
Agricole Vallone Vigna Flaminio Riserva 2008,"Puglia, Italy",92,1
Aia Vecchia Lagone Toscana 2006,"Tuscany, Italy",91,1
Aia Vecchia Lagone Toscana 2007,"Tuscany, Italy",90,1
Aia Vecchia Lagone Toscana 2008,"Tuscany, Italy",90,1
Aia Vecchia Lagone Toscana 2010,"Tuscany, Italy",90,1
Aia Vecchia Sor Ugo 2008,"Tuscany, Italy",91,1
Aia Vecchia Sor Ugo 2010,"Tuscany, Italy",92,1
Aia Vecchia Sor Ugo 2013,"Tuscany, Italy",91,1
Aiken Oakville Cabernet Sauvignon 2010,"Oakville, Napa Valley, California",91,1
Aiken Oakville Cabernet Sauvignon 2012,"Oakville, Napa Valley, California",92,1
Aiken Rutherford Cabernet Sauvignon 2010,"Rutherford, Napa Valley, California",90,1
Aiken Rutherford Cabernet Sauvignon 2013,"Rutherford, Napa Valley, California",93,1
Airfield Estate Sauvignon Blanc 2010,"Yakima Valley, Columbia Valley, Washington",90,0
Airlie Pinot Gris 2001,"Willamette Valley, Oregon",92,0
Aix Rose (1.5 Liter Magnum) 2015,"Coteaux d'Aix-en-Provence, Provence, South of France, France",90,0
Aix Rose (1.5 Liter Magnum) 2016,"Coteaux d'Aix-en-Provence, Provence, South of France, France",90,0
Aix Rose 2015,"Coteaux d'Aix-en-Provence, Provence, South of France, France",90,0
Aix Rose 2016,"Coteaux d'Aix-en-Provence, Provence, South of France, France",90,0
Aix Rose 2017,"Coteaux d'Aix-en-Provence, Provence, South of France, France",90,0
Aix Rose 2018,"Coteaux d'Aix-en-Provence, Provence, South of France, France",90,0
A.J. Adam Dhron Hofberg Kabinett Riesling 2015,"Mosel, Germany",90,0
A.J. Adam Dhron Hofberg Kabinett Riesling 2016,"Mosel, Germany",92,0
A.J. Adam Dhron Hofberg Kabinett Riesling 2017,"Mosel, Germany",92,0
Ajello Majus Nero d'Avola 2006,"Sicily, Italy",92,1
Alain Brumont Chateau Bouscasse Madiran 2009,"Southwest, France",91,1
Alain Brumont Chateau Bouscasse Madiran 2011,"Southwest, France",94,1
Alain Brumont Chateau Bouscasse Madiran 2012,"Southwest, France",94,1
Alain Brumont Chateau Bouscasse Madiran 2014,"Southwest, France",94,1
Alain Chavy Chassagne-Montrachet La Maltroie Premier Cru 2012,"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",90,0
Alain Chavy Chassagne-Montrachet La Maltroie Premier Cru 2014,"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",90,0
Alain Chavy Puligny-Montrachet 2015,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",92,0
Alain Chavy Puligny-Montrachet Champs Gains Premier Cru 2015,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",92,0
Alain Chavy Puligny-Montrachet Champs Gains Premier Cru 2016,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",91,0
Alain Chavy Puligny-Montrachet Les Charmes 2015,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",90,0
Alain Chavy Puligny-Montrachet Les Folatieres Premier Cru 2013,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",92,0
Alain Chavy Puligny-Montrachet Les Folatieres Premier Cru 2015,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",93,0
Alain Chavy Puligny-Montrachet Les Folatieres Premier Cru 2016,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",93,0
Alain Jaume Cairanne Les Travees 2015,"Cotes du Rhone Villages, Rhone, France",92,1
Alain Jaume Chateauneuf-du-Pape Vieux Terron 2016,"Chateauneuf-du-Pape, Rhone, France",93,1
Alain Jaume Chateauneuf-du-Pape Vieux Terron 2017,"Chateauneuf-du-Pape, Rhone, France",90,1
Alain Jaume Domaine du Clos de Sixte Lirac 2013,"Lirac, Rhone, France",91,1
Alain Jaume Domaine du Clos de Sixte Lirac 2014,"Lirac, Rhone, France",90,1
Alain Jaume Domaine du Clos de Sixte Lirac 2015,"Lirac, Rhone, France",93,1
Alain Jaume Grande Garrigue Vacqueyras 2012,"Vacqueyras, Rhone, France",92,1
Alain Jaume Domaine Grand Veneur Lirac Clos de Sixte 2007,"Lirac, Rhone, France",90,1
Alain Jaume Grande Garrigue Vacqueyras 2014,"Vacqueyras, Rhone, France",92,1
Alain Jaume Grande Garrigue Vacqueyras 2015,"Vacqueyras, Rhone, France",92,1
Alain Jaume Grande Garrigue Vacqueyras 2016,"Vacqueyras, Rhone, France",91,1
Alain Jaume Rasteau Les Valats 2007,"Rasteau, Rhone, France",91,1
Alain Jaume Rasteau Les Valats 2015,"Rasteau, Rhone, France",91,1
Alain Jaume Tavel Le Cretace Rose 2014,"Tavel, Rhone, France",90,0
Alain Jaume Terrasses de Montmirail Gigondas 2012,"Gigondas, Rhone, France",92,1
Alain Jaume Terrasses de Montmirail Gigondas 2013,"Gigondas, Rhone, France",90,1
Alain Voge Cornas Les Chailles 2010,"Cornas, Rhone, France",92,1
Alain Voge Cornas Les Chailles 2011,"Cornas, Rhone, France",94,1
Alain Voge Cornas Les Chailles 2012,"Cornas, Rhone, France",93,1
Alain Voge Cornas Les Chailles 2013,"Cornas, Rhone, France",90,1
Alain Voge Cornas Les Chailles 2014,"Cornas, Rhone, France",91,1
Alain Voge Cornas Vieilles Fontaines 2003,"Cornas, Rhone, France",93,1
Alain Voge Cornas Vieilles Fontaines 2005,"Cornas, Rhone, France",95,1
Alain Voge Cornas Vieilles Vignes 2000,"Cornas, Rhone, France",90,1
Alain Voge Cornas Vieilles Vignes 2002,"Cornas, Rhone, France",93,1
Alain Voge Cornas Vieilles Vignes 2004,"Cornas, Rhone, France",93,1
Alain Voge Cornas Vieilles Vignes 2005,"Cornas, Rhone, France",92,1
Alain Voge Cornas Vieilles Vignes 2007,"Cornas, Rhone, France",93,1
Alain Voge Cornas Vieilles Vignes 2006,"Cornas, Rhone, France",93,1
Alain Voge Cornas Vieilles Vignes 2009,"Cornas, Rhone, France",94,1
Alain Voge Cornas Vieilles Vignes 2010,"Cornas, Rhone, France",99,1
Alain Voge Cornas Vieilles Vignes 2011,"Cornas, Rhone, France",95,1
Alain Voge Cornas Vieilles Vignes 2012,"Cornas, Rhone, France",94,1
Alain Voge Cornas Vieilles Vignes 2013,"Cornas, Rhone, France",92,1
Alain Voge Cornas Vieilles Vignes 2014,"Cornas, Rhone, France",93,1
Alain Voge Cotes Du Rhone Les Peyrouses 2010,"Cotes du Rhone, Rhone, France",90,1
Alain Voge Cotes Du Rhone Les Peyrouses 2012,"Cotes du Rhone, Rhone, France",90,1
Alain Voge Cotes Du Rhone Les Peyrouses 2013,"Cotes du Rhone, Rhone, France",90,1
Alain Voge Les Cotes Saint Joseph 2015,"Saint-Joseph, Rhone, France",91,1
Alain Voge Les Cotes Saint Joseph 2017,"Saint-Joseph, Rhone, France",91,1
Alamos Cabernet Sauvignon 2011,Argentina,90,1
Alamos Chardonnay 2016,"Mendoza, Argentina",90,0
Alamos Malbec 2008,Argentina,90,1
Alamos Malbec Mendoza Seleccion 2007,Argentina,90,1
Alamos Malbec Mendoza Seleccion 2008,Argentina,90,1
Alamos Malbec Mendoza Seleccion 2011,Argentina,90,1
Alamos Malbec Mendoza Seleccion 2012,Argentina,90,1
Alamos Malbec Mendoza Seleccion 2013,Argentina,91,1
Alamos Red Blend 2010,Argentina,90,1
Alamos Red Blend 2016,"Mendoza, Argentina",90,1
Alamos Red Blend 2017,"Mendoza, Argentina",90,1
Alban Central Coast Viognier 2014,"Central Coast, California",90,0
Alban Central Coast Viognier 2016,"Central Coast, California",92,0
Alban Edna Valley Grenache 2001,"Central Coast, California",93,1
Alban Estate Roussanne 2014,"Edna Valley, Central Coast, California",94,0
Alban Estate Viognier 2002,"Central Coast, California",92,0
Alban Estate Viognier 2004,"Central Coast, California",90,0
Alban Lorraine Estate Syrah 2000,"Central Coast, California",94,1
Alban Lorraine Estate Syrah 2005,"Edna Valley, Central Coast, California",96,1
Alban Pandora 1999,"Edna Valley, Central Coast, California",91,1
Alban Pandora 2006,"Edna Valley, Central Coast, California",97,1
Alban Pandora 2009,"Edna Valley, Central Coast, California",97,1
Alban Pandora 2011,"Edna Valley, Central Coast, California",95,1
Alban Pandora 2013,"Edna Valley, Central Coast, California",99,1
Alban Patrina Alban Estate Syrah 2009,"Central Coast, California",94,1
Alban Patrina Alban Estate Syrah 2013,"Edna Valley, Central Coast, California",92,1
Alban Patrina Alban Estate Syrah 2014,"Edna Valley, Central Coast, California",93,1
Alban Reva Estate Syrah (1.5 Liter Magnum) 2012,"Edna Valley, Central Coast, California",95,1
Alban Reva Estate Syrah (1.5 Liter Magnum) 2013,"Edna Valley, Central Coast, California",94,1
Alban Reva Estate Syrah 2000,"Central Coast, California",94,1
Alban Reva Estate Syrah 2010,"Edna Valley, Central Coast, California",93,1
Alban Reva Estate Syrah 2011,"Edna Valley, Central Coast, California",96,1
Alban Reva Estate Syrah 2013,"Edna Valley, Central Coast, California",94,1
Alban Seymour's Vineyard Syrah 2003,"Central Coast, California",95,1
Albert Bichot Aloxe-Corton Clos des Marechaudes Premier Cru 2013,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",92,1
Albert Bichot Aloxe-Corton Clos des Marechaudes Premier Cru Domaine du Pavillon 2016,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",91,1
Albert Bichot Aloxe-Corton Clos des Marechaudes Premier Cru Domaine du Pavillon Monopole 2017,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",90,1
Albert Bichot Chablis Domaine Long Depaquit 2015,"Chablis, Burgundy, France",90,0
Albert Bichot Chablis Domaine Long-Depaquit Les Preuses 1996,"Chablis, Burgundy, France",95,0
Albert Bichot Chablis Domaine Long-Depaquit Les Vaillons Premier Cru 2013,"Chablis, Burgundy, France",92,0
Albert Bichot Chablis Domaine Long-Depaquit Les Vaillons Premier Cru 2015,"Chablis, Burgundy, France",93,0
Albert Bichot Chablis Domaine Long-Depaquit Les Vaillons Premier Cru 2017,"Chablis, Burgundy, France",92,0
Albert Bichot Chablis Domaine Long-Depaquit Moutonne Grand Cru Monopole 2014,"Chablis, Burgundy, France",93,0
Albert Bichot Chablis Domaine Long-Depaquit Moutonne Grand Cru Monopole 2015,"Chablis, Burgundy, France",95,0
Albert Bichot Chablis Domaine Long-Depaquit Moutonne Grand Cru Monopole 2016,"Chablis, Burgundy, France",92,0
Albert Bichot Chablis Domaine Long-Depaquit Moutonne Grand Cru Monopole 2017,"Chablis, Burgundy, France",93,0
Albert Bichot Chablis Grand Cru Les Clos 2012,"Chablis, Burgundy, France",94,0
Albert Bichot Chablis Grand Cru Les Vaudesirs 2005,"Chablis, Burgundy, France",92,0
Albert Bichot Chablis Grand Cru Moutonne Monopole 2005,"Chablis, Burgundy, France",94,0
Albert Bichot Chablis Grand Cru Moutonne Monopole 2012,"Chablis, Burgundy, France",91,0
Albert Bichot Chablis Les Blanchots Domaine Long-Depaquit Grand Cru 2017,"Chablis, Burgundy, France",90,0
Albert Bichot Chablis Les Blanchots Grand Cru 2005,"Chablis, Burgundy, France",91,0
Albert Bichot Chablis Les Vaucopins Domaine Long-Depaquit Premier Cru 2017,"Chablis, Burgundy, France",91,0
Albert Bichot Chablis Montmains Domaine Long-Depaquit Premier Cru 2017,"Chablis, Burgundy, France",92,0
Albert Bichot Chablis Premier Cru Les Blanchots 2012,"Chablis, Burgundy, France",92,0
Albert Bichot Chambolle-Musigny Les Chabiots Premier Cru 2017,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",92,1
Albert Bichot Chassagne-Montrachet Morgeot Premier Cru 2017,"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",92,0
Albert Bichot Clos de Vougeot Grand Cru Domaine du Clos Frantin 2017,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",92,1
Albert Bichot Corton-Charlemagne Grand Cru Domaine du Pavillon 2017,"Cote de Beaune, Cote d'Or, Burgundy, France",90,0
Albert Bichot Corton Grand Cru Clos Des Marechaudes 2012,"Burgundy, France",90,1
Albert Bichot Corton Grand Cru Clos Des Marechaudes 2013,"Burgundy, France",92,1
Albert Bichot Corton Grand Cru Clos Des Marechaudes 2017,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",92,1
Albert Bichot Cremant de Bourgogne Brut Reserve,"Burgundy, France",90,0
Albert Bichot Fixin Clos de la Perriere Premier Cru Monopole 2015,"Fixin, Cote de Nuits, Cote d'Or, Burgundy, France",90,1
Albert Bichot Fixin Rouge 2015,"Fixin, Cote de Nuits, Cote d'Or, Burgundy, France",92,1
Albert Bichot Fixin Rouge 2016,"Fixin, Cote de Nuits, Cote d'Or, Burgundy, France",90,1
Albert Bichot Fleurie La Madone 2017,"Beaujolais, Burgundy, France",90,1
Albert Bichot Gevrey-Chambertin Les Evocelles 2012,"Burgundy, France",91,1
Albert Bichot Gevrey-Chambertin Les Evocelles 2014,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",91,1
Albert Bichot Gevrey-Chambertin Les Evocelles 2016,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",92,1
Albert Bichot Gevrey-Chambertin Premier Cru Lavaux Saint Jacques 2012,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",91,1
Albert Bichot Meursault Les Charmes Premier Cru Domaine du Pavillon 2017,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",92,0
Albert Bichot Morey-St-Denis Les Sorbets Premier Cru 2016,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",92,1
Albert Bichot Morey-St-Denis Les Sorbets Premier Cru 2017,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",91,1
Albert Bichot Nuits-St-Georges Chateau Gris Premier Cru Monopole 2016,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",92,1
Albert Bichot Pouilly-Fuisse 2016,"Pouilly-Fuisse, Maconnais, Burgundy, France",91,0
Albert Bichot Pouilly-Fuisse 2017,"Pouilly-Fuisse, Maconnais, Burgundy, France",90,0
Albert Bichot Puligny Montrachet 2016,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",92,0
Albert Bichot Savigny Les Beaune 2016,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",90,1
Albert Bichot Volnay Les Santenots Domaine du Pavillon Premier Cru 2017,"Volnay, Cote de Beaune, Cote d'Or, Burgundy, France",91,1
Albert Bichot Vosne-Romanee Domaine du Clos Frantin 2017,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",90,1
Albert Bichot Vosne-Romanee Premier Cru Malconsorts 2014,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",94,1
Albert Bichot Vosne-Romanee Premier Cru Malconsorts 2015,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",94,1
Albert Boxler Gewurztraminer Reserve 2016,"Alsace, France",91,0
Albert Boxler Riesling 2013,"Alsace, France",91,0
Albert Boxler Riesling Grand Cru Brand 2016,"Alsace, France",94,0
Albert Boxler Riesling Grand Cru Brand Kirchberg 2016,"Alsace, France",98,0
Albert Boxler Riesling Grand Cru Sommerberg 2016,"Alsace, France",93,0
Albert Boxler Riesling Grand Cru Sommerberg Eckberg 2016,"Alsace, France",98,0
Albert Mann Grand Cru Furstentum Vieille Vignes Gewurztraminer 2000,"Alsace, France",95,0
Albert Mann Grand Cru Steingrubler Gewurztraminer 2000,"Alsace, France",94,0
Albino Rocca Barbaresco 2011,"Barbaresco, Piedmont, Italy",90,1
Albino Rocca Barbaresco 2012,"Barbaresco, Piedmont, Italy",90,1
Albino Rocca Barbaresco 2013,"Barbaresco, Piedmont, Italy",90,1
Albino Rocca Barbaresco 2014,"Barbaresco, Piedmont, Italy",91,1
Albino Rocca Barbaresco 2015,"Barbaresco, Piedmont, Italy",91,1
Albino Rocca Barbaresco Ronchi 2011,"Barbaresco, Piedmont, Italy",92,1
Albino Rocca Barbaresco Ronchi 2012,"Barbaresco, Piedmont, Italy",90,1
Albino Rocca Barbaresco Ronchi 2013,"Barbaresco, Piedmont, Italy",92,1
Albino Rocca Barbaresco Ronchi 2014,"Barbaresco, Piedmont, Italy",96,1
Albino Rocca Barbaresco Ronchi 2015,"Barbaresco, Piedmont, Italy",92,1
Alcance Gran Reserva Cabernet Sauvignon 2014,Chile,94,1
Alcance Gran Reserva Carmenere 2014,Chile,92,1
Alcance Vigno Carignan 2013,"Maule Valley, Chile",94,1
Alchemist Chardonnay 2011,"Willamette Valley, Oregon",90,0
Alchemist Pinot Noir 2014,"Willamette Valley, Oregon",90,1
Alchemist Pinot Noir 2015,"Willamette Valley, Oregon",90,1
Alderbrook Winery Pinot Noir 1999,"Sonoma County, California",92,1
Aldo Conterno Barolo Bussia 1996,"Barolo, Piedmont, Italy",92,1
Aldo Conterno Barolo Bussia 2013,"Barolo, Piedmont, Italy",93,1
Aldo Conterno Barolo Bussia Cicala 2001,"Barolo, Piedmont, Italy",92,1
Aldo Conterno Bussia Soprana Barolo 1996,"Barolo, Piedmont, Italy",90,1
Aldo Conterno Bussia Soprana Barolo (1.5 Liter Magnum) 1998,"Barolo, Piedmont, Italy",90,1
Aldo Conterno Bussia Soprana Barolo 2001,"Barolo, Piedmont, Italy",90,1
Aldo Conterno Cicala Barolo 1998,"Barolo, Piedmont, Italy",95,1
Aldo Conterno Cicala Barolo 1999,"Barolo, Piedmont, Italy",91,1
Aldo Conterno Cicala Barolo 2000,"Barolo, Piedmont, Italy",93,1
Aldo Conterno Cicala Barolo 2001,"Barolo, Piedmont, Italy",91,1
Aldo Conterno Cicala Barolo 2012,"Barolo, Piedmont, Italy",90,1
Aldo Conterno Cicala Barolo 2015,"Barolo, Piedmont, Italy",94,1
Aldo Conterno Colonnello Barolo 1996,"Barolo, Piedmont, Italy",93,1
Aldo Conterno Colonnello Barolo 2001,"Barolo, Piedmont, Italy",92,1
Aldo Conterno Colonnello Barolo 2004,"Barolo, Piedmont, Italy",94,1
Aldo Conterno Colonnello Barolo 2011,"Barolo, Piedmont, Italy",92,1
Aldo Conterno Colonnello Barolo 2012,"Barolo, Piedmont, Italy",90,1
Aldo Conterno Colonnello Barolo 2015,"Barolo, Piedmont, Italy",94,1
Aldo Conterno Conca Tre Pile Barbera d'Alba 2012,"Alba, Piedmont, Italy",90,1
Aldo Conterno Conca Tre Pile Barbera d'Alba 2017,"Alba, Piedmont, Italy",93,1
Aldo Conterno Granbussia Barolo Riserva 2008,"Barolo, Piedmont, Italy",96,1
Aldo Conterno Granbussia Barolo Riserva 2009,"Barolo, Piedmont, Italy",97,1
Aldo Conterno Langhe Il Favot Nebbiolo 2012,"Piedmont, Italy",91,1
Aldo Conterno Langhe Il Favot Nebbiolo 2013,"Piedmont, Italy",91,1
Aldo Conterno Langhe Rosso 2009,"Piedmont, Italy",90,1
Aldo Conterno Romirasco Barolo 2011,"Barolo, Piedmont, Italy",93,1
Aldo Conterno Romirasco Barolo 2012,"Barolo, Piedmont, Italy",92,1
Alegre Valganon Rioja Tinto 2015,"Rioja, Spain",91,1
Alegre Valganon Rioja Tinto 2016,"Rioja, Spain",90,1
Alejandro Bulgheroni Lithology Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon 2017,"Napa Valley, California",94,1
Alejandro Bulgheroni Lithology Beckstoffer Las Piedras Cabernet Sauvignon 2017,"Napa Valley, California",93,1
Alejandro Bulgheroni Lithology Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2016,"Napa Valley, California",97,1
